MuncipalityID;Name;CountyID;NumberOfVotes;VotesForKO;VotesForLEW;VotesForTD;VotesForKONF;VotesForPIS;VotesForBS
160204;gm. Kietrz;160200;2606;783;123;143;297;1224;27
160301;m. Kędzierzyn-Koźle;160300;15487;7437;1144;840;1563;4251;204
160302;gm. Bierawa;160300;1784;792;89;117;245;488;50
160303;gm. Cisek;160300;1057;478;27;62;163;313;12
160304;gm. Pawłowiczki;160300;1417;577;44;76;198;480;31
160305;gm. Polska Cerekiew;160300;755;299;33;43;116;248;15
160306;gm. Reńska Wieś;160300;1591;734;56;99;251;422;23
160401;gm. Byczyna;160400;2248;942;83;87;201;905;23
160402;gm. Kluczbork;160400;9709;5050;452;274;1040;2819;55
160403;gm. Lasowice Wielkie;160400;1176;572;43;50;197;293;14
160404;gm. Wołczyn;160400;3151;1105;105;88;441;1371;33
160501;gm. Gogolin;160500;2500;1288;98;211;358;506;27
160502;gm. Krapkowice;160500;5166;2558;312;289;607;1324;61
160503;gm. Strzeleczki;160500;1256;649;36;86;160;278;40
160504;gm. Walce;160500;944;532;27;36;150;175;21
160505;gm. Zdzieszowice;160500;3121;1606;156;191;348;772;37
160601;gm. Domaszowice;160600;1035;331;49;37;148;456;12
160602;gm. Namysłów;160600;7708;2945;468;299;985;2929;63
160603;gm. Pokój;160600;1267;624;47;79;153;353;8
160604;gm. Świerczów;160600;955;345;50;36;129;382;9
160605;gm. Wilków;160600;1016;336;40;52;173;404;10
160701;gm. Głuchołazy;160700;5864;2243;356;229;565;2391;52
160702;gm. Kamiennik;160700;796;158;32;23;122;453;5
160703;gm. Korfantów;160700;2019;515;53;124;243;1054;22
160704;gm. Łambinowice;160700;1690;511;86;82;299;685;19
160705;gm. Nysa;160700;16233;6335;1187;839;1588;6116;132
160706;gm. Otmuchów;160700;3488;974;184;160;406;1727;28
160707;gm. Paczków;160700;3131;1014;155;141;371;1426;19
160708;gm. Pakosławice;160700;979;285;36;32;106;505;13
160709;gm. Skoroszyce;160700;1416;349;52;60;204;740;10
160801;gm. Dobrodzień;160800;1841;891;44;103;298;466;28
160802;gm. Gorzów Śląski;160800;1413;595;36;59;208;495;18
160803;gm. Olesno;160800;4246;2100;219;217;577;1079;45
160804;gm. Praszka;160800;3954;1419;259;245;407;1576;43
160805;gm. Radłów;160800;649;288;20;24;105;197;15
160806;gm. Rudniki;160800;1991;633;80;88;256;893;35
160807;gm. Zębowice;160800;561;267;8;19;110;141;11
160901;gm. Chrząstowice;61200;1772;1008;111;102;174;355;19
160902;gm. Dąbrowa;61200;2325;1110;112;182;263;620;33
160903;gm. Dobrzeń Wielki;61200;2379;1388;116;126;316;404;25
160904;gm. Komprachcice;61200;2207;1179;139;117;280;453;33
160905;gm. Łubniany;61200;2571;1522;142;158;303;409;31
160906;gm. Murów;61200;1044;559;58;58;113;244;10
160907;gm. Niemodlin;61200;3285;1104;159;171;513;1285;35
160908;gm. Ozimek;61200;4078;2124;178;236;433;1050;45
160909;gm. Popielów;61200;1766;876;74;98;196;492;25
160910;gm. Prószków;61200;2102;1084;95;106;311;462;28
160911;gm. Tarnów Opolski;61200;2197;1091;154;115;277;534;19
160912;gm. Tułowice;61200;1519;532;65;178;177;551;10
160913;gm. Turawa;61200;2491;1397;152;143;266;511;21
161001;gm. Biała;161000;1907;862;59;83;311;565;18
161002;gm. Głogówek;161000;2574;1124;67;85;389;882;23
161003;gm. Lubrza;161000;1094;358;40;75;177;434;9
161004;gm. Prudnik;161000;6772;2405;375;247;818;2819;86
161101;gm. Izbicko;161100;1144;621;55;54;165;227;17
161102;gm. Jemielnica;161100;1374;608;43;93;226;373;23
161103;gm. Kolonowskie;161100;1082;567;36;65;112;281;18
161104;gm. Leśnica;161100;1610;755;54;80;205;478;31
161105;gm. Strzelce Opolskie;161100;7218;3751;451;378;770;1736;103
161106;gm. Ujazd;161100;1363;565;61;82;197;434;16
161107;gm. Zawadzkie;161100;2364;876;86;105;345;899;48
166101;Opole;166100;43938;23902;4068;2209;4363;8812;518
180103;gm. Czarna;180100;652;141;21;33;135;317;3
180105;gm. Lutowiska;180100;707;256;39;25;129;249;9
180108;gm. Ustrzyki Dolne;180100;4577;1580;133;188;709;1943;21
180201;gm. Brzozów;180200;7051;1320;70;211;1011;4368;56
180202;gm. Domaradz;180200;1551;156;19;38;304;1019;14
180203;gm. Dydnia;180200;1969;212;28;64;347;1296;18
180204;gm. Haczów;180200;2644;458;28;70;413;1643;27
180205;gm. Jasienica Rosielna;180200;2506;256;16;58;334;1821;15
180206;gm. Nozdrzec;180200;2010;283;24;99;287;1286;26
180301;m. Dębica;180300;14729;4518;364;822;2008;6830;152
180302;gm. Brzostek;180300;3694;321;32;189;489;2621;35
180303;gm. Czarna;180300;3819;441;59;440;586;2241;45
180304;gm. Dębica;180300;7205;1340;87;456;1137;4095;72
180305;gm. Jodłowa;180300;1188;88;10;80;194;805;8
180306;gm. Pilzno;180300;5521;501;51;418;815;3670;49
180307;gm. Żyraków;180300;4414;483;51;506;791;2532;39
180401;m. Jarosław;180400;11160;3687;207;439;1501;5080;224
180402;m. Radymno;180400;1521;304;33;64;211;878;26
180403;gm. Chłopice;180400;1368;130;18;58;234;905;15
180404;gm. Jarosław;180400;3526;607;47;143;554;2046;124
180405;gm. Laszki;180400;1756;154;54;83;308;1104;45
180406;gm. Pawłosiów;180400;2676;549;31;105;522;1406;63
180407;gm. Pruchnik;180400;2798;200;24;93;462;1982;28
180408;gm. Radymno;180400;2841;284;26;98;581;1808;32
180409;gm. Rokietnica;180400;1086;93;16;45;216;687;26
180410;gm. Roźwienica;180400;1732;195;37;92;294;1097;13
180411;gm. Wiązownica;180400;3459;429;27;114;542;2309;34
180501;m. Jasło;180500;11030;4021;234;267;1232;5147;100
180502;gm. Brzyska;180500;1813;165;17;32;207;1384;7
180503;gm. Dębowiec;180500;2761;343;23;59;324;1978;28
180504;gm. Jasło;180500;5129;951;48;114;781;3177;49
180505;gm. Kołaczyce;180500;2607;270;149;76;301;1791;14
180506;gm. Krempna;180500;450;87;15;23;56;265;3
180507;gm. Nowy Żmigród;180500;2686;302;21;101;375;1853;28
180508;gm. Osiek Jasielski;180500;1539;140;7;33;204;1130;16
180509;gm. Skołyszyn;180500;3482;579;60;135;587;2085;30
180511;gm. Tarnowiec;180500;2560;459;35;58;374;1610;17
180601;gm. Cmolas;180600;2361;175;23;79;568;1495;16
180602;gm. Kolbuszowa;180600;7453;1275;128;286;2443;3262;45
180603;gm. Majdan Królewski;180600;2596;216;29;105;483;1741;18
180604;gm. Niwiska;180600;2064;168;22;114;520;1217;17
180605;gm. Raniżów;180600;2024;166;23;85;451;1281;17
180606;gm. Dzikowiec;180600;1599;101;16;91;377;1000;8
180701;gm. Chorkówka;80200;3592;681;55;107;538;2163;41
180702;gm. Dukla;80200;3683;831;73;135;557;2048;26
180703;gm. Iwonicz-Zdrój;80200;3544;783;54;123;484;2037;57
180704;gm. Jedlicze;80200;4089;969;91;171;603;2198;46
180705;gm. Korczyna;80200;3201;695;60;91;507;1806;36
180706;gm. Krościenko Wyżne;80200;1662;388;24;43;249;947;8
180707;gm. Miejsce Piastowe;80200;4051;1006;53;143;618;2163;51
180708;gm. Rymanów;80200;5164;1140;67;163;736;2977;71
180709;gm. Wojaszówka;80200;2326;547;41;89;404;1193;44
180710;gm. Jaśliska;80200;628;166;8;8;70;370;4
180801;m. Leżajsk;180800;4541;1693;55;76;576;2088;46
180802;gm. Grodzisko Dolne;180800;2326;358;19;52;379;1497;13
180803;gm. Kuryłówka;180800;1557;252;21;47;259;955;20
180804;gm. Leżajsk;180800;5673;857;39;77;1004;3657;28
180805;gm. Nowa Sarzyna;180800;6941;959;70;113;979;4769;41
180901;m. Lubaczów;180900;3344;1275;72;104;352;1503;27
180902;gm. Cieszanów;180900;1815;359;24;114;324;976;14
180903;gm. Horyniec-Zdrój;180900;1215;273;38;78;176;640;7
180904;gm. Lubaczów;180900;2420;347;47;96;331;1580;15
180905;gm. Narol;180900;1863;388;37;76;249;1074;33
180906;gm. Oleszyce;180900;1576;320;28;102;244;860;20
180907;gm. Stary Dzików;180900;1049;103;29;62;208;639;7
180908;gm. Wielkie Oczy;180900;997;118;9;49;148;666;6
181001;m. Łańcut;181000;5955;1772;159;315;966;2648;80
181002;gm. Białobrzegi;181000;2418;355;33;111;487;1390;30
181003;gm. Czarna;181000;3670;524;40;141;791;2118;49
181004;gm. Łańcut;181000;6909;1083;90;297;1374;3941;109
181005;gm. Markowa;181000;1808;247;26;69;345;1085;28
181006;gm. Rakszawa;181000;2219;260;32;91;401;1404;27
181007;gm. Żołynia;181000;2068;338;30;88;326;1256;24
181101;m. Mielec;181100;18373;4939;455;2073;2414;8317;144
181102;gm. Borowa;181100;1553;165;22;198;211;937;17
181103;gm. Czermin;181100;1819;159;31;145;299;1163;19
181104;gm. Gawłuszowice;181100;835;62;8;65;127;558;9
181105;gm. Mielec;181100;4015;676;55;434;675;2132;35
181106;gm. Padew Narodowa;181100;1682;152;17;136;237;1133;6
181107;gm. Przecław;181100;3153;402;57;194;530;1939;25
181108;gm. Radomyśl Wielki;181100;3644;276;123;328;536;2337;33
181109;gm. Tuszów Narodowy;181100;2666;234;24;191;356;1836;23
181110;gm. Wadowice Górne;181100;2057;135;31;170;424;1280;14
181201;gm. Harasiuki;181200;1781;177;21;77;198;1290;15
181202;gm. Jarocin;181200;1356;164;38;99;170;868;12
181203;gm. Jeżowe;181200;3291;113;13;83;433;2627;18
181204;gm. Krzeszów;181200;1224;148;13;49;160;844;7
181205;gm. Nisko;181200;6496;1333;122;446;891;3632;58
181206;gm. Rudnik nad Sanem;181200;2694;512;128;115;407;1501;25
181207;gm. Ulanów;181200;2322;288;48;99;318;1540;23
181301;gm. Bircza;181300;1752;225;20;63;261;1157;22
181302;gm. Dubiecko;181300;2170;356;27;146;353;1260;24
181303;gm. Fredropol;181300;1369;269;31;55;208;783;17
181304;gm. Krasiczyn;181300;1390;381;29;81;236;650;10
181305;gm. Krzywcza;181300;1224;124;8;68;177;829;12
181306;gm. Medyka;181300;1798;348;22;98;340;946;35
181307;gm. Orły;181300;2361;349;41;129;447;1329;48
181308;gm. Przemyśl;181300;3075;791;65;122;565;1475;45
181309;gm. Stubno;181300;854;139;23;44;147;481;17
181310;gm. Żurawica;181300;3687;796;48;147;688;1949;47
181401;m. Przeworsk;181400;4664;1307;120;231;650;2279;66
181402;gm. Adamówka;181400;1115;166;12;57;211;651;13
181403;gm. Gać;181400;1223;156;10;79;270;691;12
181404;gm. Jawornik Polski;181400;1222;224;24;64;184;706;17
181405;gm. Kańczuga;181400;2763;595;56;224;426;1438;19
181406;gm. Przeworsk;181400;4132;458;54;163;719;2693;42
181407;gm. Sieniawa;181400;2055;436;31;85;342;1126;33
181408;gm. Tryńcza;181400;2363;245;29;75;386;1601;25
181409;gm. Zarzecze;181400;1869;229;32;128;357;1110;9
181501;gm. Iwierzyce;181500;2331;254;21;107;417;1493;33
181502;gm. Ostrów;181500;1920;173;32;105;349;1237;19
181503;gm. Ropczyce;181500;8129;1290;112;560;1363;4707;81
181504;gm. Sędziszów Małopolski;181500;7754;1056;97;279;1331;4893;84
181505;gm. Wielopole Skrzyńskie;181500;2359;163;64;137;383;1595;12
181601;m. Dynów;181600;1820;405;43;59;374;922;12
181602;gm. Błażowa;181600;3223;436;38;146;554;1999;39
181603;gm. Boguchwała;181600;7019;1709;170;322;1191;3496;89
181604;gm. Chmielnik;181600;2253;396;37;90;420;1242;62
181605;gm. Dynów;181600;1781;198;18;51;393;1102;11
181606;gm. Głogów Małopolski;181600;6283;1604;99;243;1170;3056;82
181607;gm. Hyżne;181600;2419;218;16;69;354;1732;26
181608;gm. Kamień;181600;2093;123;16;56;344;1532;18
181609;gm. Krasne;181600;4067;1121;82;227;706;1874;48
181610;gm. Lubenia;181600;2040;323;43;82;374;1188;23
181611;gm. Sokołów Małopolski;181600;5352;523;43;139;1005;3577;54
181612;gm. Świlcza;181600;5219;1147;108;311;846;2705;87
181613;gm. Trzebownisko;181600;7527;1766;123;375;1330;3832;87
181614;gm. Tyczyn;181600;3414;762;74;137;585;1783;61
181701;m. Sanok;181700;11133;4627;379;495;1241;4288;81
181702;gm. Besko;181700;1141;192;19;27;171;720;9
181703;gm. Bukowsko;181700;1382;299;26;59;265;721;10
181704;gm. Komańcza;181700;1072;475;45;35;141;361;12
181705;gm. Sanok;181700;4964;1013;98;209;847;2759;32
181706;gm. Tyrawa Wołoska;181700;492;102;6;28;77;269;9
181707;gm. Zagórz;181700;3553;865;54;114;459;2021;32
181708;gm. Zarszyn;181700;2390;606;59;91;342;1265;21
181801;m. Stalowa Wola;181800;18389;5482;420;672;1906;9629;235
181802;gm. Bojanów;181800;2193;168;18;128;292;1555;25
181803;gm. Pysznica;181800;3444;633;61;134;464;2099;48
181804;gm. Radomyśl nad Sanem;181800;1994;298;42;96;223;1310;19
181805;gm. Zaklików;181800;2307;409;60;119;271;1422;21
181806;gm. Zaleszany;181800;3241;583;59;127;419;2013;39
181901;gm. Czudec;181900;3605;654;57;141;657;2046;39
181902;gm. Frysztak;181900;2651;421;56;118;449;1565;34
181903;gm. Niebylec;181900;3170;375;32;104;635;1966;40
181904;gm. Strzyżów;181900;5478;1319;86;216;856;2929;46
181905;gm. Wiśniowa;181900;2123;340;33;75;375;1269;24
182001;gm. Baranów Sandomierski;182000;3355;503;46;208;390;2157;41
182002;gm. Gorzyce;182000;3279;698;61;235;466;1763;49
182003;gm. Grębów;182000;2607;359;39;141;399;1627;37
182004;gm. Nowa Dęba;182000;5127;1035;84;297;794;2855;55
182101;gm. Baligród;182100;847;257;13;15;137;418;6
182102;gm. Cisna;182100;942;504;61;43;87;228;19
182103;gm. Lesko;182100;3318;1069;63;88;453;1615;24
182104;gm. Olszanica;182100;1430;388;23;48;187;764;14
182105;gm. Solina;182100;2105;636;52;76;267;1046;22
186101;Krosno;186100;14592;5951;468;476;1700;5797;159
186201;Przemyśl;186200;16701;6631;412;594;2229;6587;209
186301;Rzeszów;186300;70377;28770;2794;3592;9938;24070;1058
186401;Tarnobrzeg;186400;13556;5782;406;590;1315;5150;282
200101;m. Augustów;200100;8397;2878;218;628;962;3590;66
200102;gm. Augustów;200100;1493;165;26;140;382;756;13
200103;gm. Bargłów Kościelny;200100;1051;132;11;86;266;534;8
200104;gm. Lipsk;200100;1223;191;53;106;201;648;13
200105;gm. Nowinka;200100;924;227;30;97;162;390;11
200106;gm. Płaska;200100;796;297;17;67;112;293;5
200107;gm. Sztabin;200100;1134;216;19;112;245;515;16
200201;gm. Choroszcz;200200;5781;1796;168;469;919;2338;57
200202;gm. Czarna Białostocka;200200;3010;953;79;187;411;1303;34
200203;gm. Dobrzyniewo Duże;200200;3035;861;53;263;451;1360;20
200204;gm. Gródek;200200;1309;602;89;185;148;263;13
200205;gm. Juchnowiec Kościelny;200200;5936;1798;156;585;933;2356;70
200206;gm. Łapy;200200;6932;1383;98;351;894;4115;44
200207;gm. Michałowo;200200;1470;568;59;140;187;479;13
200208;gm. Poświętne;200200;1033;67;9;54;204;679;11
200209;gm. Supraśl;200200;6205;2701;207;638;862;1703;48
200210;gm. Suraż;200200;665;100;6;50;86;412;6
200211;gm. Turośń Kościelna;200200;2529;706;58;207;450;1057;26
200212;gm. Tykocin;200200;1701;193;21;136;313;1022;11
200213;gm. Wasilków;200200;6030;2169;194;605;916;2045;55
200214;gm. Zabłudów;200200;2773;810;72;299;472;1066;29
200215;gm. Zawady;200200;647;45;5;51;146;397;1
200301;m. Bielsk Podlaski;200300;6304;2396;389;733;709;1988;57
200302;m. Brańsk;200300;1141;114;15;99;129;765;9
200303;gm. Bielsk Podlaski;200300;1538;379;88;290;259;487;25
200304;gm. Boćki;200300;1129;168;26;104;161;653;11
200305;gm. Brańsk;200300;1762;67;6;81;353;1236;8
200306;gm. Orla;200300;557;183;43;130;78;101;10
200307;gm. Rudka;200300;523;70;4;35;67;339;7
200308;gm. Wyszki;200300;1279;105;7;104;206;849;3
200401;m. Grajewo;200400;5218;1336;107;594;546;2582;35
200402;gm. Grajewo;200400;1213;140;12;168;245;630;10
200403;gm. Radziłów;200400;1087;67;2;96;200;713;4
200404;gm. Rajgród;200400;1149;299;34;156;169;479;6
200405;gm. Szczuczyn;200400;1398;134;9;344;232;661;10
200406;gm. Wąsosz;200400;881;63;14;122;152;521;8
200501;m. Hajnówka;200500;5184;2156;368;684;688;1161;68
200502;gm. Białowieża;200500;704;283;61;76;88;159;16
200503;gm. Czeremcha;200500;683;219;44;90;89;219;13
200504;gm. Czyże;200500;362;110;21;84;71;67;6
200505;gm. Dubicze Cerkiewne;200500;293;69;22;57;61;72;7
200506;gm. Hajnówka;200500;826;316;59;145;134;152;13
200507;gm. Kleszczele;200500;588;106;57;105;118;185;11
200508;gm. Narew;200500;742;250;72;136;106;162;8
200509;gm. Narewka;200500;762;288;43;147;114;155;8
200601;m. Kolno;200600;2544;526;29;342;379;1234;26
200602;gm. Grabowo;200600;824;63;10;89;163;486;10
200603;gm. Kolno;200600;2090;139;13;312;484;1126;11
200604;gm. Mały Płock;200600;1122;74;14;150;193;676;7
200605;gm. Stawiski;200600;1377;121;14;117;226;883;9
200606;gm. Turośl;200600;1118;122;13;128;213;630;6
200701;gm. Jedwabne;200700;1291;115;12;69;241;847;5
200702;gm. Łomża;200700;3351;673;32;366;540;1699;17
200703;gm. Miastkowo;200700;937;64;8;79;156;621;3
200704;gm. Nowogród;200700;1122;168;15;110;211;610;2
200705;gm. Piątnica;200700;2645;393;30;245;539;1402;21
200706;gm. Przytuły;200700;529;18;2;19;98;386;2
200707;gm. Śniadowo;200700;1500;112;9;151;337;877;11
200708;gm. Wizna;200700;1079;96;9;65;246;654;4
200709;gm. Zbójna;200700;1023;112;12;161;172;554;8
200801;gm. Goniądz;200800;1201;247;29;105;198;611;6
200802;gm. Jasionówka;200800;685;126;6;65;137;343;7
200803;gm. Jaświły;200800;1144;102;19;82;252;662;16
200804;gm. Knyszyn;200800;1073;205;12;92;189;552;9
200805;gm. Krypno;200800;858;167;8;92;130;454;3
200806;gm. Mońki;200800;3388;916;66;301;527;1514;40
200807;gm. Trzcianne;200800;890;80;7;73;174;539;10
200901;m. Sejny;200900;1330;509;54;128;142;471;16
200902;gm. Giby;200900;782;201;33;85;106;343;9
200903;gm. Krasnopol;200900;834;198;15;74;153;382;6
200904;gm. Puńsk;200900;711;298;24;127;94;161;6
200905;gm. Sejny;200900;856;220;15;114;131;369;3
201001;m. Siemiatycze;201000;3815;1287;133;331;498;1515;33
201002;gm. Drohiczyn;201000;1544;200;41;128;342;820;6
201003;gm. Dziadkowice;201000;688;82;10;64;135;377;12
201004;gm. Grodzisk;201000;1102;99;18;120;225;626;5
201005;gm. Mielnik;201000;696;233;25;66;89;275;4
201006;gm. Milejczyce;201000;453;110;31;84;66;151;6
201007;gm. Nurzec-Stacja;201000;752;215;52;71;103;298;8
201008;gm. Perlejewo;201000;735;51;6;80;152;441;4
201009;gm. Siemiatycze;201000;1457;370;54;140;298;565;19
201101;gm. Dąbrowa Białostocka;201100;2985;538;74;241;448;1633;40
201102;gm. Janów;201100;924;153;12;110;207;422;14
201103;gm. Korycin;201100;848;128;9;78;207;410;8
201104;gm. Krynki;201100;854;307;32;62;128;315;5
201105;gm. Kuźnica;201100;1030;160;15;90;158;588;10
201106;gm. Nowy Dwór;201100;573;71;11;44;91;347;4
201107;gm. Sidra;201100;807;119;12;80;168;418;5
201108;gm. Sokółka;201100;6251;1991;144;532;819;2674;52
201109;gm. Suchowola;201100;1673;224;23;177;341;889;13
201110;gm. Szudziałowo;201100;709;181;23;72;115;301;16
201201;gm. Bakałarzewo;201200;754;141;14;54;268;259;12
201202;gm. Filipów;201200;969;150;12;77;187;518;9
201203;gm. Jeleniewo;201200;831;198;14;60;149;402;2
201204;gm. Przerośl;201200;581;81;10;42;117;320;6
201205;gm. Raczki;201200;1452;248;24;133;329;672;20
201206;gm. Rutka-Tartak;201200;683;128;12;57;128;346;8
201207;gm. Suwałki;201200;2202;672;49;210;410;836;14
201208;gm. Szypliszki;201200;896;204;23;100;174;369;17
201209;gm. Wiżajny;201200;582;111;15;62;114;265;8
201301;m. Wysokie Mazowieckie;201300;2835;730;24;287;436;1321;18
201302;gm. Ciechanowiec;201300;2397;384;34;211;374;1355;22
201303;gm. Czyżew;201300;1832;198;17;209;368;1026;8
201304;gm. Klukowo;201300;1339;66;4;94;214;951;8
201305;gm. Kobylin-Borzymy;201300;1046;48;6;32;292;636;29
201306;gm. Kulesze Kościelne;201300;1054;24;12;51;289;645;31
201307;gm. Nowe Piekuty;201300;1249;83;6;87;229;829;5
201308;gm. Sokoły;201300;1722;117;22;135;329;1105;11
201309;gm. Szepietowo;201300;1963;230;22;211;381;1088;24
201310;gm. Wysokie Mazowieckie;201300;1575;101;8;201;358;887;15
201401;m. Zambrów;201400;5381;1157;86;923;664;2497;30
201402;gm. Kołaki Kościelne;201400;806;40;4;56;152;548;4
201403;gm. Rutki;201400;1511;150;18;164;232;925;12
201404;gm. Szumowo;201400;1368;73;7;290;250;729;7
201405;gm. Zambrów;201400;2601;329;16;401;495;1330;20
206101;Białystok;206100;95853;38775;3965;8355;11792;31521;803
206201;Łomża;206200;17275;5300;328;1757;1836;7868;101
206301;Suwałki;206300;18026;7067;443;1195;2203;6830;158
220101;gm. Borzytuchom;220100;816;290;26;74;100;307;11
220102;gm. Bytów;220100;7076;3052;188;665;575;2525;52
220103;gm. Czarna Dąbrówka;220100;1507;508;24;66;128;760;18
220104;gm. Kołczygłowy;220100;836;297;32;42;83;363;16
220105;gm. Lipnica;220100;1667;383;26;64;142;1033;15
220106;gm. Miastko;220100;4147;2119;122;182;319;1359;32
220107;gm. Parchowo;220100;1237;362;24;66;139;638;5
220108;gm. Studzienice;220100;1092;482;19;63;108;408;10
220109;gm. Trzebielino;220100;810;384;15;46;86;262;15
220110;gm. Tuchomie;220100;1015;353;18;52;141;420;25
220201;m. Chojnice;220200;11193;5880;272;445;999;3490;81
220202;gm. Brusy;220200;4228;1175;78;207;496;2212;41
220203;gm. Chojnice;220200;5231;2275;124;251;650;1843;56
220204;gm. Czersk;220200;5151;1786;125;194;600;2384;45
220205;gm. Konarzyny;220200;561;195;12;22;93;232;5
220301;m. Człuchów;220300;3939;2304;109;131;324;1027;30
220302;gm. Czarne;220300;2377;1285;78;166;176;637;27
220303;gm. Człuchów;220300;2305;918;58;115;325;848;31
220304;gm. Debrzno;220300;1712;820;64;78;197;522;22
220305;gm. Koczała;220300;702;373;11;30;59;218;8
220306;gm. Przechlewo;220300;1409;683;41;81;144;430;18
220307;gm. Rzeczenica;220300;781;308;24;39;100;297;10
220401;m. Pruszcz Gdański;220400;10237;5723;496;647;951;2258;129
220402;gm. Cedry Wielkie;220400;1671;758;45;92;211;529;29
220403;gm. Kolbudy;220400;6805;3992;296;352;666;1380;94
220404;gm. Pruszcz Gdański;220400;10736;6068;441;684;1265;2088;151
220405;gm. Przywidz;220400;1764;815;50;102;196;565;29
220406;gm. Pszczółki;220400;3119;1344;98;388;377;862;38
220407;gm. Suchy Dąb;220400;967;434;18;82;106;305;13
220408;gm. Trąbki Wielkie;220400;2910;1279;89;238;398;859;37
220501;gm. Chmielno;220500;2319;795;51;101;297;1013;48
220502;gm. Kartuzy;220500;10128;4461;241;455;1163;3665;109
220503;gm. Przodkowo;220500;3039;1098;99;157;455;1155;52
220504;gm. Sierakowice;220500;5550;1403;65;173;790;3054;49
220505;gm. Somonino;220500;2741;1036;68;113;332;1160;30
220506;gm. Stężyca;220500;3349;1218;63;137;432;1437;46
220507;gm. Sulęczyno;220500;1752;636;32;71;186;802;21
220508;gm. Żukowo;220500;15067;7713;495;853;2025;3763;190
220601;m. Kościerzyna;220600;7185;3705;178;285;642;2295;49
220602;gm. Dziemiany;220600;1454;434;29;73;220;676;19
220603;gm. Karsin;220600;1764;637;40;84;223;760;13
220604;gm. Kościerzyna;220600;4763;1860;116;212;588;1918;44
220605;gm. Liniewo;220600;1259;442;35;57;184;528;11
220606;gm. Lipusz;220600;1153;339;26;62;150;566;6
220607;gm. Nowa Karczma;220600;1781;598;42;106;182;831;16
220608;gm. Stara Kiszewa;220600;1814;631;40;80;224;812;16
220701;m. Kwidzyn;220700;10425;5546;439;381;964;2935;119
220702;gm. Gardeja;220700;1400;443;61;52;223;603;10
220703;gm. Kwidzyn;220700;2489;1025;99;117;352;853;33
220704;gm. Prabuty;220700;2747;1101;95;107;330;1064;40
220705;gm. Ryjewo;220700;1097;461;45;44;153;348;45
220706;gm. Sadlinki;220700;1254;364;36;54;201;576;16
220801;m. Lębork;220800;10272;5441;286;511;862;3006;125
220802;m. Łeba;220800;2526;1531;94;82;133;666;18
220803;gm. Cewice;220800;1722;654;49;97;203;694;22
220804;gm. Nowa Wieś Lęborska;220800;3503;1537;102;182;402;1231;38
220805;gm. Wicko;220800;1375;608;64;56;143;479;22
220901;m. Malbork;220900;10826;6052;489;410;931;2770;144
220903;gm. Lichnowy;220900;833;299;30;45;113;325;14
220904;gm. Malbork;220900;1209;610;64;77;153;292;12
220906;gm. Miłoradz;220900;682;236;17;45;88;257;37
220907;gm. Nowy Staw;220900;1426;599;41;81;150;517;30
220908;gm. Stare Pole;220900;1074;494;43;58;113;336;23
221001;m. Krynica Morska;141400;2058;1200;65;69;109;596;16
221002;gm. Nowy Dwór Gdański;141400;4180;2199;189;168;454;1123;37
221003;gm. Ostaszewo;141400;756;278;26;38;91;314;8
221004;gm. Stegna;141400;3342;1738;108;145;305;1004;31
221005;gm. Sztutowo;141400;1318;726;73;58;122;315;13
221101;m. Hel;221100;1471;897;63;60;129;309;9
221102;gm. Jastarnia;221100;3808;2185;113;125;272;1070;26
221103;m. Puck;221100;3509;2010;116;224;244;862;43
221104;gm. Władysławowo;221100;8313;4528;273;540;689;2207;55
221105;gm. Kosakowo;221100;7125;3893;314;612;825;1378;85
221106;gm. Krokowa;221100;3599;1539;128;198;421;1252;41
221107;gm. Puck;221100;7043;2687;155;557;911;2617;95
221201;m. Ustka;221200;6010;3392;228;228;342;1750;50
221202;gm. Damnica;221200;1300;518;31;59;120;551;17
221203;gm. Dębnica Kaszubska;221200;1997;829;40;88;163;839;27
221204;gm. Główczyce;221200;1655;658;52;95;154;649;25
221205;gm. Kępice;221200;1769;856;77;77;137;589;26
221206;gm. Kobylnica;221200;3631;1926;111;166;357;1029;34
221207;gm. Potęgowo;221200;1346;563;42;66;131;515;16
221208;gm. Słupsk;221200;4915;2635;196;200;438;1393;37
221209;gm. Smołdzino;221200;909;423;29;25;61;366;5
221210;gm. Ustka;221200;3515;1775;102;129;318;1143;30
221301;gm. Czarna Woda;221300;827;345;14;25;71;358;10
221302;m. Skórcz;221300;931;360;23;33;105;402;7
221303;m. Starogard Gdański;221300;12499;5673;378;563;1162;4519;166
221304;gm. Bobowo;221300;699;167;25;46;106;334;16
221305;gm. Kaliska;221300;1354;515;34;71;134;581;13
221306;gm. Lubichowo;221300;1709;651;45;83;203;692;28
221307;gm. Osieczna;221300;703;198;8;43;86;345;20
221308;gm. Osiek;221300;818;369;26;47;64;300;10
221309;gm. Skarszewy;221300;3452;1343;81;178;362;1402;78
221310;gm. Skórcz;221300;961;227;13;45;157;507;10
221311;gm. Smętowo Graniczne;221300;1154;327;29;78;168;525;18
221312;gm. Starogard Gdański;221300;4596;1783;136;297;563;1730;64
221313;gm. Zblewo;221300;2826;884;57;189;376;1274;41
221401;m. Tczew;221400;16797;8063;586;985;1596;5263;255
221402;gm. Gniew;221400;3217;1209;117;213;344;1278;42
221403;gm. Morzeszczyn;221400;703;195;17;57;102;315;15
221404;gm. Pelplin;221400;3331;1271;68;228;350;1347;54
