MuncipalityID;Name;CountyID;NumberOfVotes;VotesForKO;VotesForLEW;VotesForTD;VotesForKONF;VotesForPIS;VotesForBS
61005;gm. Puchaczów;61000;1780;283;28;119;371;949;25
61006;gm. Spiczyn;61000;1593;390;20;86;322;725;39
61101;m. Łuków;61100;9203;2492;297;505;1368;4410;100
61102;m. Stoczek Łukowski;61100;766;177;29;48;80;424;7
61103;gm. Adamów;61100;1420;177;50;96;229;853;10
61104;gm. Krzywda;61100;2731;241;215;118;519;1606;27
61105;gm. Łuków;61100;5094;522;134;295;977;3102;52
61106;gm. Serokomla;61100;1015;85;54;51;186;633;4
61107;gm. Stanin;61100;2592;162;49;209;594;1545;29
61108;gm. Stoczek Łukowski;61100;2179;170;30;134;318;1503;19
61109;gm. Trzebieszów;61100;2467;118;17;96;532;1668;25
61110;gm. Wojcieszków;61100;1774;131;55;101;473;991;14
61111;gm. Wola Mysłowska;61100;1149;85;42;75;230;699;11
61201;gm. Chodel;61200;1734;199;15;75;471;950;19
61202;gm. Józefów nad Wisłą;61200;1640;281;39;102;382;826;7
61203;gm. Karczmiska;61200;1284;199;22;180;191;670;15
61204;gm. Łaziska;61200;1138;165;30;77;245;606;12
61205;gm. Opole Lubelskie;61200;4566;1190;121;215;654;2327;43
61206;gm. Poniatowa;61200;3993;933;68;425;467;2067;26
61207;gm. Wilków;61200;1140;131;19;82;184;717;7
61301;gm. Dębowa Kłoda;61300;1020;206;38;87;162;507;17
61302;gm. Jabłoń;61300;1061;124;24;75;207;608;17
61303;gm. Milanów;61300;985;116;12;95;236;509;12
61304;gm. Parczew;61300;4108;1157;107;377;542;1857;52
61305;gm. Podedwórze;61300;472;59;12;42;137;215;6
61306;gm. Siemień;61300;1161;164;25;68;169;718;13
61307;gm. Sosnowica;61300;640;144;17;58;86;319;14
61401;m. Puławy;61400;15306;6426;614;728;1827;5500;172
61402;gm. Baranów;61400;1035;199;19;58;156;588;12
61403;gm. Janowiec;61400;1150;346;21;58;155;554;14
61404;gm. Kazimierz Dolny;61400;2070;658;71;116;258;943;20
61405;gm. Końskowola;61400;2588;625;64;166;463;1225;34
61406;gm. Kurów;61400;2329;436;45;123;417;1269;28
61407;gm. Markuszów;61400;931;160;14;57;195;498;7
61408;gm. Nałęczów;61400;3660;1079;115;227;493;1684;47
61409;gm. Puławy;61400;3654;983;96;269;598;1651;47
61410;gm. Wąwolnica;61400;1233;173;22;65;267;683;18
61411;gm. Żyrzyn;61400;1934;288;32;185;308;1082;28
61501;m. Radzyń Podlaski;61500;4493;1174;143;404;689;2017;59
61502;gm. Borki;61500;1490;141;18;267;267;780;14
61503;gm. Czemierniki;61500;1323;176;12;139;227;751;18
61504;gm. Kąkolewnica;61500;2151;152;16;100;369;1472;36
61505;gm. Komarówka Podlaska;61500;1312;158;26;103;286;719;16
61506;gm. Radzyń Podlaski;61500;2150;241;37;171;393;1268;39
61507;gm. Ulan-Majorat;61500;1665;91;11;152;351;1036;21
61508;gm. Wohyń;61500;1692;278;25;147;269;920;41
61601;m. Dęblin;61600;4701;1388;194;625;553;1859;68
61602;gm. Kłoczew;61600;2078;128;40;116;362;1405;23
61603;gm. Nowodwór;61600;1270;82;33;119;200;825;9
61604;gm. Ryki;61600;6071;1316;185;775;771;2947;51
61605;gm. Stężyca;61600;1681;194;29;505;145;795;7
61606;gm. Ułęż;61600;937;148;29;117;124;495;19
61701;m. Świdnik;21900;12482;4086;455;1013;1447;5318;121
61702;gm. Mełgiew;21900;3196;779;82;246;548;1485;44
61703;gm. Piaski;21900;2907;555;91;318;448;1446;41
61704;gm. Rybczewice;21900;905;103;13;31;195;551;7
61705;gm. Trawniki;21900;2046;363;60;100;326;1151;38
61801;m. Tomaszów Lubelski;61800;5914;1890;155;333;624;2821;70
61802;gm. Bełżec;61800;765;130;18;54;122;430;8
61803;gm. Jarczów;61800;902;83;12;53;176;567;10
61804;gm. Krynice;61800;992;112;23;76;104;664;11
61805;gm. Lubycza Królewska;61800;1279;267;28;106;169;688;17
61806;gm. Łaszczów;61800;1472;258;29;124;226;820;12
61807;gm. Rachanie;61800;1324;112;29;74;230;859;18
61808;gm. Susiec;61800;2115;326;46;154;267;1299;18
61809;gm. Tarnawatka;61800;1071;95;20;49;175;713;18
61810;gm. Telatyn;61800;944;69;21;78;180;584;8
61811;gm. Tomaszów Lubelski;61800;3112;451;37;195;473;1908;35
61812;gm. Tyszowce;61800;1453;152;14;96;183;986;19
61813;gm. Ulhówek;61800;1045;107;18;59;167;679;11
61901;m. Włodawa;61900;3981;1370;223;549;395;1406;32
61902;gm. Hanna;61900;779;84;26;201;151;303;12
61903;gm. Hańsk;61900;880;154;24;179;99;406;16
61904;gm. Stary Brus;61900;594;74;17;98;78;319;5
61905;gm. Urszulin;61900;1163;188;30;165;158;605;14
61906;gm. Włodawa;61900;1642;433;55;281;205;645;17
61907;gm. Wola Uhruska;61900;1020;244;29;124;122;491;7
61908;gm. Wyryki;61900;616;59;9;173;84;282;6
62001;gm. Adamów;62000;1297;126;22;86;172;696;191
62002;gm. Grabowiec;62000;942;99;9;64;175;584;7
62003;gm. Komarów-Osada;62000;1511;193;20;230;186;847;30
62004;gm. Krasnobród;62000;2350;275;40;137;363;1485;40
62005;gm. Łabunie;62000;1864;190;22;145;319;1149;30
62006;gm. Miączyn;62000;1208;146;14;140;228;663;12
62007;gm. Nielisz;62000;1246;159;21;130;223;678;31
62008;gm. Radecznica;62000;1595;134;33;111;327;941;42
62009;gm. Sitno;62000;1829;201;32;125;339;1096;23
62010;gm. Skierbieszów;62000;1328;130;17;90;251;816;21
62011;gm. Stary Zamość;62000;1440;186;25;148;229;823;21
62012;gm. Sułów;62000;1096;113;22;78;212;606;58
62013;gm. Szczebrzeszyn;62000;2641;432;42;150;426;1370;212
62014;gm. Zamość;62000;6884;1379;148;797;1300;3106;132
62015;gm. Zwierzyniec;62000;1886;537;61;168;249;806;59
66101;Biała Podlaska;66100;17851;6652;473;669;2063;7817;137
66201;Chełm;66200;18254;6865;1404;910;1975;6925;111
66301;Lublin;66300;116060;48269;5609;6203;14442;40011;1226
66401;Zamość;66400;18202;5412;626;2417;2081;7370;250
80101;m. Kostrzyn nad Odrą;80100;4415;2110;455;232;415;1146;40
80102;gm. Bogdaniec;80100;1863;765;131;83;196;665;19
80103;gm. Deszczno;80100;2845;1130;196;118;313;1033;45
80104;gm. Kłodawa;80100;3187;1625;278;140;285;801;53
80105;gm. Lubiszyn;80100;1666;664;133;83;178;572;28
80106;gm. Santok;80100;2448;1069;188;125;265;770;26
80107;gm. Witnica;80100;2833;1081;198;129;352;1020;40
80201;m. Gubin;80200;4009;1880;448;300;351;974;44
80202;gm. Bobrowice;80200;779;314;54;44;73;288;6
80203;gm. Bytnica;80200;505;203;46;22;31;194;7
80204;gm. Dąbie;80200;1024;364;71;52;100;418;16
80205;gm. Gubin;80200;1399;501;83;109;175;507;23
80206;gm. Krosno Odrzańskie;80200;4511;2089;471;200;323;1383;39
80207;gm. Maszewo;80200;665;198;44;54;58;297;10
80301;gm. Bledzew;80300;980;411;86;39;91;334;17
80302;gm. Międzyrzecz;80300;6478;2977;728;349;558;1781;71
80303;gm. Przytoczna;80300;1270;540;66;91;148;399;21
80304;gm. Pszczew;80300;1153;409;104;92;129;398;20
80305;gm. Skwierzyna;80300;2849;1274;267;140;253;887;24
80306;gm. Trzciel;80300;1533;581;129;126;137;542;13
80401;m. Nowa Sól;80400;10428;4585;998;582;937;3175;124
80402;gm. Bytom Odrzański;80400;1393;578;105;129;155;414;11
80403;gm. Kolsko;80400;815;286;47;30;104;337;5
80404;gm. Kożuchów;80400;3596;1395;321;177;384;1271;40
80405;gm. Nowa Sól;80400;1857;669;96;97;247;730;14
80406;gm. Nowe Miasteczko;80400;1165;361;84;66;153;484;14
80407;gm. Otyń;80400;1886;745;121;117;245;636;18
80408;gm. Siedlisko;80400;753;237;51;33;84;338;8
80501;gm. Cybinka;80500;1318;483;113;64;175;472;10
80502;gm. Górzyca;80500;943;320;55;60;120;373;12
80503;gm. Ośno Lubuskie;80500;1396;542;127;106;139;461;18
80504;gm. Rzepin;80500;2201;941;214;96;171;754;17
80505;gm. Słubice;80500;5202;2362;782;252;505;1243;44
80601;gm. Dobiegniew;80600;1597;530;200;80;170;597;13
80602;gm. Drezdenko;80600;4080;1777;287;141;355;1474;35
80603;gm. Stare Kurowo;80600;802;344;50;42;80;275;8
80604;gm. Strzelce Krajeńskie;80600;3924;1706;421;220;271;1254;44
80605;gm. Zwierzyn;80600;858;300;60;42;96;349;8
80701;gm. Krzeszyce;80700;1161;417;60;128;139;404;11
80702;gm. Lubniewice;80700;870;349;68;94;89;257;8
80703;gm. Słońsk;80700;1098;396;74;64;109;439;13
80704;gm. Sulęcin;80700;4077;1496;238;445;406;1454;24
80705;gm. Torzym;80700;1452;608;109;84;139;498;11
80801;gm. Lubrza;80800;925;370;78;63;103;303;5
80802;gm. Łagów;80800;1227;511;94;63;155;386;14
80803;gm. Skąpe;80800;1323;565;93;114;150;392;9
80804;gm. Szczaniec;80800;965;277;58;66;132;423;8
80805;gm. Świebodzin;80800;7765;3369;591;485;832;2409;60
80806;gm. Zbąszynek;80800;2362;1002;235;188;218;688;28
80901;gm. Babimost;80900;1596;628;134;115;187;505;21
80902;gm. Bojadła;80900;689;283;47;30;97;222;5
80903;gm. Czerwieńsk;80900;2563;1119;252;147;298;719;25
80904;gm. Kargowa;80900;1385;611;92;85;170;410;11
80905;gm. Nowogród Bobrzański;80900;2565;1162;199;163;258;739;33
80906;gm. Sulechów;80900;7080;3301;559;401;708;2015;74
80907;gm. Świdnica;80900;2078;1029;229;133;172;487;20
80908;gm. Trzebiechów;80900;672;273;45;52;72;223;4
80909;gm. Zabór;80900;1357;677;158;83;156;263;14
81001;m. Gozdnica;81000;580;263;40;21;41;206;7
81002;m. Żagań;81000;6459;2813;927;300;571;1765;60
81003;gm. Brzeźnica;81000;868;213;53;46;163;376;5
81004;gm. Iłowa;81000;1564;626;119;57;173;566;18
81005;gm. Małomice;81000;1256;627;46;15;126;427;11
81006;gm. Niegosławice;81000;987;233;46;50;143;500;12
81007;gm. Szprotawa;81000;4678;1871;362;197;439;1756;41
81008;gm. Wymiarki;81000;492;152;30;59;59;188;4
81009;gm. Żagań;81000;1646;632;166;85;196;550;14
81101;m. Łęknica;81100;505;219;66;27;54;128;9
81102;m. Żary;81100;9677;4193;1205;545;757;2854;107
81103;gm. Brody;81100;654;256;57;25;92;212;11
81104;gm. Jasień;81100;1493;631;115;84;136;503;19
81105;gm. Lipinki Łużyckie;81100;686;281;50;33;89;220;10
81106;gm. Lubsko;81100;4233;1798;345;205;427;1379;64
81107;gm. Przewóz;81100;727;217;28;55;93;325;7
81108;gm. Trzebiel;81100;1174;411;89;79;122;444;24
81109;gm. Tuplice;81100;654;269;55;38;76;197;18
81110;gm. Żary;81100;3021;1021;203;245;334;1160;49
81201;gm. Sława;81200;3038;1130;208;171;322;1159;37
81202;gm. Szlichtyngowa;81200;1125;250;71;46;122;620;15
81203;gm. Wschowa;81200;4991;1703;334;278;534;2104;25
86101;Gorzów Wielkopolski;86100;34191;16202;3548;1193;2611;10132;443
86201;Zielona Góra;86200;46410;23148;6154;2400;4054;10178;351
100101;m. Bełchatów;100100;16472;4465;1199;600;2876;7114;123
100102;gm. Bełchatów;100100;3850;751;181;160;719;1997;28
100103;gm. Drużbice;100100;1543;239;87;99;276;797;10
100104;gm. Kleszczów;100100;1713;288;101;156;402;725;29
100105;gm. Kluki;100100;1179;220;25;43;190;683;13
100106;gm. Rusiec;100100;1537;243;60;116;268;809;24
100107;gm. Szczerców;100100;2364;395;97;124;474;1233;28
100108;gm. Zelów;100100;4017;731;180;280;532;2220;38
100201;m. Kutno;100200;13046;5119;1334;387;1094;4984;73
100202;gm. Bedlno;100200;1275;181;53;78;216;721;11
100203;gm. Dąbrowice;100200;481;63;31;26;66;286;4
100204;gm. Krośniewice;100200;1912;482;86;88;227;1005;10
100205;gm. Krzyżanów;100200;1043;204;59;53;135;575;10
100206;gm. Kutno;100200;2342;621;161;98;323;1105;24
100207;gm. Łanięta;100200;500;74;27;14;73;309;0
100208;gm. Nowe Ostrowy;100200;760;204;36;37;80;390;9
100209;gm. Oporów;100200;625;77;22;33;89;393;5
100210;gm. Strzelce;100200;937;154;54;61;132;521;14
100211;gm. Żychlin;100200;2660;753;224;140;284;1231;16
100301;gm. Buczek;100300;1505;308;67;136;236;735;14
100302;gm. Łask;100300;8283;2910;717;578;878;3093;75
100303;gm. Sędziejowice;100300;2004;359;76;309;235;992;17
100304;gm. Widawa;100300;2024;323;66;183;289;1141;13
100305;gm. Wodzierady;100300;1201;370;91;74;153;492;13
100401;m. Łęczyca;100400;3833;1728;300;133;344;1292;21
100402;gm. Daszyna;100400;802;119;20;61;111;482;4
100403;gm. Góra Świętej Małgorzaty;100400;1063;152;35;32;250;580;7
100404;gm. Grabów;100400;1389;227;50;65;243;782;11
100405;gm. Łęczyca;100400;2276;500;76;140;334;1185;22
100406;gm. Piątek;100400;1512;297;49;83;215;844;13
100407;gm. Świnice Warckie;100400;986;174;42;85;124;544;6
100408;gm. Witonia;100400;818;136;35;46;130;462;6
100501;m. Łowicz;100500;8612;3149;761;385;844;3370;75
100502;gm. Bielawy;100500;1343;192;84;121;201;717;13
100503;gm. Chąśno;100500;795;62;17;86;164;457;2
100504;gm. Domaniewice;100500;1343;137;59;218;217;700;6
100505;gm. Kiernozia;100500;864;104;47;62;127;509;13
100506;gm. Kocierzew Południowy;100500;1154;82;25;97;191;746;6
100507;gm. Łowicz;100500;2110;350;81;199;326;1129;18
100508;gm. Łyszkowice;100500;1567;269;71;90;215;902;12
100509;gm. Nieborów;100500;2604;556;152;163;283;1426;13
100510;gm. Zduny;100500;1589;264;83;208;228;781;12
100602;gm. Andrespol;100600;5549;2109;577;271;650;1856;61
100603;gm. Brójce;100600;2512;689;184;150;320;1124;26
100607;gm. Koluszki;100600;7821;2517;685;317;925;3279;64
100608;gm. Nowosolna;100600;2264;972;326;140;274;521;18
100610;gm. Rzgów;100600;4108;1337;410;197;510;1609;30
100611;gm. Tuszyn;100600;4397;1468;331;204;503;1835;39
100701;gm. Białaczów;100700;1627;223;69;108;198;999;19
100702;gm. Drzewica;100700;3245;421;150;142;327;2150;27
100703;gm. Mniszków;100700;1507;140;41;76;196;1036;6
100704;gm. Opoczno;100700;11067;2418;580;590;1248;6085;92
100705;gm. Paradyż;100700;1450;108;30;56;182;1060;8
100706;gm. Poświętne;100700;1122;117;39;68;129;750;9
100707;gm. Sławno;100700;2454;231;40;170;327;1642;22
100708;gm. Żarnów;100700;1862;274;78;89;176;1206;17
100801;m. Konstantynów Łódzki;100800;6413;2702;666;309;685;1947;70
100802;m. Pabianice;100800;20322;8854;2196;798;1839;6322;207
100803;gm. Dłutów;100800;1564;460;110;64;246;654;16
100804;gm. Dobroń;100800;2682;927;219;219;329;946;29
100805;gm. Ksawerów;100800;2823;1114;293;159;309;906;36
100806;gm. Lutomiersk;100800;3143;1148;319;187;429;1010;32
100807;gm. Pabianice;100800;2986;1120;269;133;402;1017;24
100901;gm. Działoszyn;100900;3326;883;214;166;431;1588;24
100902;gm. Kiełczygłów;100900;1123;153;47;73;153;686;4
100903;gm. Nowa Brzeźnica;100900;1251;201;66;78;195;695;9
100904;gm. Pajęczno;100900;3237;822;249;164;342;1625;25
100905;gm. Rząśnia;100900;1465;226;38;91;226;861;10
100906;gm. Siemkowice;100900;1196;147;51;97;194;694;9
100907;gm. Strzelce Wielkie;100900;1074;133;48;66;159;650;11
100908;gm. Sulmierzyce;100900;1294;180;75;67;201;753;9
101001;gm. Aleksandrów;101000;1424;201;59;134;148;863;10
101002;gm. Czarnocin;101000;1334;176;62;181;196;705;10
101003;gm. Gorzkowice;101000;2319;254;356;121;269;1291;13
101004;gm. Grabica;101000;1789;212;48;202;263;1049;9
101005;gm. Łęki Szlacheckie;101000;791;82;37;84;127;448;10
101006;gm. Moszczenica;101000;3866;511;154;554;614;1959;39
101007;gm. Ręczno;101000;955;125;62;90;96;564;12
101008;gm. Rozprza;101000;3104;403;143;365;394;1753;31
101009;gm. Sulejów;101000;5170;1020;345;465;640;2625;39
101010;gm. Wola Krzysztoporska;101000;3316;372;144;253;502;1999;29
101011;gm. Wolbórz;101000;2709;488;139;241;458;1345;24
101101;gm. Dalików;101100;1229;237;48;135;177;613;9
101102;gm. Pęczniew;101100;1099;297;59;70;139;514;12
101103;gm. Poddębice;101100;4209;1090;236;788;446;1609;23
101104;gm. Uniejów;101100;2070;463;96;152;215;1113;24
101105;gm. Wartkowice;101100;1296;205;60;143;192;672;16
101106;gm. Zadzim;101100;1361;216;54;163;192;721;6
101201;m. Radomsko;101200;13182;4771;1024;449;1294;5490;101
101202;gm. Dobryszyce;101200;1140;268;85;48;142;575;10
101203;gm. Gidle;101200;1514;297;126;89;196;773;24
101204;gm. Gomunice;101200;1771;358;128;114;191;960;13
101205;gm. Kamieńsk;101200;1724;293;52;67;242;1051;8
101206;gm. Kobiele Wielkie;101200;1080;190;91;67;155;558;12
101207;gm. Kodrąb;101200;1084;178;66;81;142;604;10
101208;gm. Lgota Wielka;101200;1045;139;45;79;140;625;11
101209;gm. Ładzice;101200;1105;213;61;58;152;600;7
101210;gm. Masłowice;101200;1182;148;48;96;125;736;18
101211;gm. Przedbórz;101200;1877;335;101;102;168;1117;37
101212;gm. Radomsko;101200;1559;389;96;77;216;761;18
101213;gm. Wielgomłyny;101200;1057;118;30;70;120;604;105
101214;gm. Żytno;101200;1275;182;70;59;137;799;23
101301;m. Rawa Mazowiecka;101300;5307;1562;392;408;529;2325;67
101302;gm. Biała Rawska;101300;2636;401;125;303;387;1377;30
101303;gm. Cielądz;101300;951;84;25;67;145;618;7
101304;gm. Rawa Mazowiecka;101300;2266;365;87;187;290;1276;47
101305;gm. Regnów;101300;432;31;17;53;58;266;4
101306;gm. Sadkowice;101300;1129;111;19;88;176;720;11
101401;m. Sieradz;101400;13322;5132;1117;925;1193;4841;77
101402;gm. Błaszki;101400;3441;535;142;367;473;1881;27
101403;gm. Brąszewice;101400;1096;102;32;80;200;669;5
101404;gm. Brzeźnio;101400;1643;400;78;150;205;778;17
101405;gm. Burzenin;101400;1399;257;64;119;209;732;12
101406;gm. Goszczanów;101400;1211;136;53;89;210;707;11
101407;gm. Klonowa;101400;757;73;38;70;122;447;5
101408;gm. Sieradz;101400;3061;659;173;239;377;1576;23
101409;gm. Warta;101400;3200;566;145;260;382;1808;24
101410;gm. Wróblew;101400;1538;212;40;149;222;894;11
101411;gm. Złoczew;101400;1802;277;74;147;286;988;22
101501;gm. Bolimów;101500;1087;240;44;72;175;538;12
101502;gm. Głuchów;101500;1975;107;29;135;254;1420;19
101503;gm. Godzianów;101500;808;84;26;40;99;550;7
101504;gm. Kowiesy;101500;792;137;29;54;147;416;6
101505;gm. Lipce Reymontowskie;101500;1006;152;42;48;90;666;5
101506;gm. Maków;101500;1874;251;69;94;234;1205;18
101507;gm. Nowy Kawęczyn;101500;993;168;48;79;164;519;8
101508;gm. Skierniewice;101500;2206;481;128;133;304;1124;16
101509;gm. Słupia;101500;816;91;21;42;118;535;2
101601;m. Tomaszów Mazowiecki;61800;18582;6843;1335;976;1799;7402;148
101602;gm. Będków;61800;1096;174;38;53;198;622;7
101603;gm. Budziszewice;61800;677;119;21;50;88;388;5
101604;gm. Czerniewice;61800;1440;152;54;98;196;911;21
101605;gm. Inowłódz;61800;1319;326;115;93;117;650;11
101606;gm. Lubochnia;61800;2089;272;71;130;313;1279;10
101607;gm. Rokiciny;61800;1985;390;153;120;274;1026;11
101608;gm. Rzeczyca;61800;1266;130;51;154;155;763;8
101609;gm. Tomaszów Mazowiecki;61800;3731;860;170;275;450;1919;40
101610;gm. Ujazd;61800;2388;509;164;126;316;1243;21
101611;gm. Żelechlinek;61800;1056;81;17;166;145;632;3
101701;gm. Biała;101700;1259;207;54;83;168;726;10
101702;gm. Czarnożyły;101700;1304;241;74;122;182;668;10
101703;gm. Konopnica;101700;1114;261;72;83;145;540;8
101704;gm. Mokrsko;101700;1419;302;67;86;218;727;13
101705;gm. Osjaków;101700;1323;239;60;99;176;727;15
101706;gm. Ostrówek;101700;1145;205;43;117;113;647;14
101707;gm. Pątnów;101700;1840;277;50;120;257;1105;18
101708;gm. Skomlin;101700;858;215;58;45;121;401;12
101709;gm. Wieluń;101700;9307;3655;702;426;944;3458;82
101710;gm. Wierzchlas;101700;1718;397;94;122;227;860;14
101801;gm. Bolesławiec;101800;967;179;88;84;170;431;8
101802;gm. Czastary;101800;913;160;53;105;135;445;8
101803;gm. Galewice;101800;1366;278;91;99;225;651;12
101804;gm. Lututów;101800;1100;203;83;75;149;571;10
101805;gm. Łubnice;101800;955;159;56;107;162;465;4
101806;gm. Sokolniki;101800;1309;324;89;80;210;583;16
101807;gm. Wieruszów;101800;4042;1308;370;231;514;1564;32
101901;m. Zduńska Wola;101900;12581;3545;917;2131;1159;4738;55
101902;gm. Szadek;101900;2018;327;99;382;290;894;18
101903;gm. Zapolice;101900;1497;310;75;236;169;685;12
101904;gm. Zduńska Wola;101900;3480;644;150;636;392;1619;27
102001;m. Głowno;102000;3946;1628;311;174;389;1405;30
102002;m. Ozorków;102000;5196;1891;396;255;553;2029;49
102003;m. Zgierz;102000;17513;7380;1645;764;1684;5805;148
102004;gm. Aleksandrów Łódzki;102000;11416;5144;1209;542;1185;3178;106
102005;gm. Głowno;102000;1295;232;52;86;196;715;12
102006;gm. Ozorków;102000;2354;672;168;88;321;1081;13
102007;gm. Parzęczew;102000;1575;470;118;100;242;619;14
102008;gm. Stryków;102000;4445;1520;470;249;579;1562;48
102009;gm. Zgierz;102000;5546;2175;531;283;577;1906;47
102101;m. Brzeziny;102100;3598;1088;282;182;395;1601;26
102102;gm. Brzeziny;102100;1888;468;121;145;278;852;13
102103;gm. Dmosin;102100;1277;273;58;129;155;643;13
102104;gm. Jeżów;102100;1019;161;36;81;125;603;12
102105;gm. Rogów;102100;1452;317;101;72;166;777;15
106101;Łódź;106100;232746;105206;38051;10015;19713;57126;1753
106201;Piotrków Trybunalski;106200;21584;7531;2097;1644;2288;7777;164
106301;Skierniewice;106300;15767;5899;1502;870;1639;5640;152
120101;m. Bochnia;120100;9839;3277;328;733;1401;3986;65
120102;gm. Bochnia;120100;6064;947;130;459;1181;3272;41
120103;gm. Drwinia;120100;2144;203;24;148;385;1360;13
120104;gm. Lipnica Murowana;120100;1683;155;28;137;249;1099;9
120105;gm. Łapanów;120100;2378;342;40;253;404;1312;16
120106;gm. Nowy Wiśnicz;120100;5007;739;77;336;870;2920;35
120107;gm. Rzezawa;120100;3573;469;59;167;660;2169;24
120108;gm. Trzciana;120100;1910;156;14;132;301;1285;9
120109;gm. Żegocina;120100;2005;117;17;147;306;1398;8
120201;gm. Borzęcin;120200;2258;274;42;116;452;1341;15
120202;gm. Brzesko;120200;11380;2712;325;909;1860;5443;68
120203;gm. Czchów;120200;3021;358;50;210;488;1883;18
120204;gm. Dębno;120200;4687;674;89;356;931;2571;36
120205;gm. Gnojnik;120200;2451;182;21;120;487;1620;10
120206;gm. Iwkowa;120200;2218;169;24;151;309;1545;10
120207;gm. Szczurowa;120200;2387;286;47;163;363;1495;19
120301;gm. Alwernia;120300;3863;1178;120;296;525;1684;37
120302;gm. Babice;120300;2880;850;76;201;413;1292;29
120303;gm. Chrzanów;120300;14253;6332;721;734;1649;4593;112
120304;gm. Libiąż;120300;6778;2453;214;326;847;2864;45
120305;gm. Trzebinia;120300;10319;4136;500;539;1383;3626;76
120401;gm. Bolesław;120400;637;41;11;83;103;393;1
120402;gm. Dąbrowa Tarnowska;120400;5904;758;115;506;889;3592;17
120403;gm. Gręboszów;120400;879;49;10;107;84;621;2
120404;gm. Mędrzechów;120400;866;67;19;106;142;521;5
120405;gm. Olesno;120400;2135;146;26;172;364;1396;14
120406;gm. Radgoszcz;120400;2087;99;25;136;319;1485;14
120407;gm. Szczucin;120400;3258;306;59;497;444;1922;21
120501;m. Gorlice;120500;8183;2596;391;495;1053;3351;257
120502;gm. Biecz;120500;4584;660;125;272;824;2621;55
120503;gm. Bobowa;120500;2631;262;25;169;363;1775;23
120504;gm. Gorlice;120500;4865;858;95;343;783;2655;104
120505;gm. Lipinki;120500;1949;233;50;85;340;1187;40
120506;gm. Łużna;120500;2300;265;45;136;431;1384;24
120507;gm. Moszczenica;120500;1357;110;25;68;307;827;15
120508;gm. Ropa;120500;1726;168;28;95;295;1099;29
120509;gm. Sękowa;120500;1431;353;37;131;202;679;22
120510;gm. Uście Gorlickie;120500;1927;485;70;264;272;803;25
120601;gm. Czernichów;120600;4397;1099;176;382;748;1928;33
120602;gm. Igołomia-Wawrzeńczyce;120600;1992;309;47;194;366;1057;8
120603;gm. Iwanowice;120600;3024;601;75;267;592;1453;22
120604;gm. Jerzmanowice-Przeginia;120600;3358;666;119;224;556;1743;28
120605;gm. Kocmyrzów-Luborzyca;120600;5529;1438;208;667;935;2217;33
120606;gm. Krzeszowice;120600;10310;3440;429;603;1576;4115;78
120607;gm. Liszki;120600;5733;1369;187;419;950;2739;34
120608;gm. Michałowice;120600;4274;1589;192;480;656;1301;31
120609;gm. Mogilany;120600;5481;1989;207;379;902;1921;46
120610;gm. Skała;120600;3476;858;128;288;607;1549;18
120611;gm. Skawina;120600;13550;4285;546;945;1882;5655;117
120612;gm. Słomniki;120600;4152;688;100;485;873;1961;18
120613;gm. Sułoszowa;120600;1946;161;32;197;351;1191;7
120614;gm. Świątniki Górne;120600;3583;1022;119;253;600;1543;34
120615;gm. Wielka Wieś;120600;5476;2038;309;462;835;1736;54
120616;gm. Zabierzów;120600;11181;4408;579;841;1533;3653;101
120617;gm. Zielonki;120600;9248;3920;529;827;1345;2473;102
120701;m. Limanowa;120700;5368;969;102;734;801;2714;20
120702;m. Mszana Dolna;120700;2423;511;60;231;327;1264;18
120703;gm. Dobra;120700;2896;283;49;311;460;1766;16
120704;gm. Jodłownik;120700;2402;178;28;274;351;1547;5
120705;gm. Kamienica;120700;2275;191;23;147;345;1551;11
120706;gm. Laskowa;120700;3180;149;25;202;462;2315;12
120707;gm. Limanowa;120700;8409;512;70;985;1250;5532;25
120708;gm. Łukowica;120700;3318;184;25;477;482;2118;21
120709;gm. Mszana Dolna;120700;5085;415;58;240;741;3563;30
120710;gm. Niedźwiedź;120700;1764;176;11;81;253;1228;6
120711;gm. Słopnice;120700;2134;125;23;146;334;1491;8
120712;gm. Tymbark;120700;2253;212;27;152;328;1517;9
120801;gm. Charsznica;120800;2021;297;63;193;454;980;22
120802;gm. Gołcza;120800;1802;223;64;196;336;955;11
120803;gm. Kozłów;120800;1223;143;31;63;228;740;8
120804;gm. Książ Wielki;120800;1594;212;46;166;289;856;12
120805;gm. Miechów;120800;5878;1373;217;580;1118;2512;38
120806;gm. Racławice;120800;633;65;16;92;111;343;4
120807;gm. Słaboszów;120800;880;94;29;133;170;439;3
120901;gm. Dobczyce;120900;5095;1150;138;332;877;2519;43
120902;gm. Lubień;120900;3206;363;33;143;580;2037;22
120903;gm. Myślenice;120900;15454;3760;417;1261;2616;7209;89
120904;gm. Pcim;120900;3900;535;53;218;659;2369;34
120905;gm. Raciechowice;120900;1866;304;48;157;317;1015;15
120906;gm. Siepraw;120900;3027;622;77;225;507;1546;28
120907;gm. Sułkowice;120900;4570;928;99;258;774;2435;28
120908;gm. Tokarnia;120900;3064;311;29;125;543;2005;23
120909;gm. Wiśniowa;120900;2544;245;39;146;515;1559;21
121001;m. Grybów;121000;2136;316;42;120;304;1328;12
121002;gm. Chełmiec;121000;9811;1404;120;459;1614;6096;52
